timestamp,station,component,value
2025-01-01 00:09:00+00:00,YKC,YKCY,2620.63
2025-01-01 00:09:00+00:00,YKC,YKCZ,56828.06
2025-01-01 00:10:00+00:00,YKC,YKCF,57678.19
2025-01-01 00:10:00+00:00,YKC,YKCX,9467.47
2025-01-01 00:10:00+00:00,YKC,YKCY,2622.22
2025-01-01 00:10:00+00:00,YKC,YKCZ,56827.12
2025-01-01 00:11:00+00:00,YKC,YKCF,57682.2
2025-01-01 00:11:00+00:00,YKC,YKCX,9461.11
2025-01-01 00:11:00+00:00,YKC,YKCY,2628.07
2025-01-01 00:11:00+00:00,YKC,YKCZ,56832.11
2025-01-01 00:12:00+00:00,YKC,YKCF,57684.5
2025-01-01 00:12:00+00:00,YKC,YKCX,9455.41
2025-01-01 00:12:00+00:00,YKC,YKCY,2626.53
2025-01-01 00:12:00+00:00,YKC,YKCZ,56835.53
2025-01-01 00:13:00+00:00,YKC,YKCF,57691.58
2025-01-01 00:13:00+00:00,YKC,YKCX,9458.54
2025-01-01 00:13:00+00:00,YKC,YKCY,2623.9
2025-01-01 00:13:00+00:00,YKC,YKCZ,56842.55
2025-01-01 00:14:00+00:00,YKC,YKCF,57692.01
2025-01-01 00:14:00+00:00,YKC,YKCX,9456.02
2025-01-01 00:14:00+00:00,YKC,YKCY,2619.61
2025-01-01 00:14:00+00:00,YKC,YKCZ,56843.56
2025-01-01 00:15:00+00:00,YKC,YKCF,57694.13
2025-01-01 00:15:00+00:00,YKC,YKCX,9449.52
2025-01-01 00:15:00+00:00,YKC,YKCY,2617.52
2025-01-01 00:15:00+00:00,YKC,YKCZ,56846.64
2025-01-01 00:16:00+00:00,YKC,YKCF,57691.56
2025-01-01 00:16:00+00:00,YKC,YKCX,9440.31
2025-01-01 00:16:00+00:00,YKC,YKCY,2613.8
2025-01-01 00:16:00+00:00,YKC,YKCZ,56845.88
2025-01-01 00:17:00+00:00,YKC,YKCF,57683.16
2025-01-01 00:17:00+00:00,YKC,YKCX,9436.64
2025-01-01 00:17:00+00:00,YKC,YKCY,2606.97
2025-01-01 00:17:00+00:00,YKC,YKCZ,56838.14
2025-01-01 00:18:00+00:00,YKC,YKCF,57673.27
2025-01-01 00:18:00+00:00,YKC,YKCX,9436.76
2025-01-01 00:18:00+00:00,YKC,YKCY,2607.71
2025-01-01 00:18:00+00:00,YKC,YKCZ,56827.93
2025-01-01 00:19:00+00:00,YKC,YKCF,57673.5
2025-01-01 00:19:00+00:00,YKC,YKCX,9436.7
2025-01-01 00:19:00+00:00,YKC,YKCY,2603.9
2025-01-01 00:19:00+00:00,YKC,YKCZ,56828.36
2025-01-01 00:20:00+00:00,YKC,YKCF,57678.38
2025-01-01 00:20:00+00:00,YKC,YKCX,9437.98
2025-01-01 00:20:00+00:00,YKC,YKCY,2601.34
2025-01-01 00:20:00+00:00,YKC,YKCZ,56833.35
2025-01-01 00:21:00+00:00,YKC,YKCF,57690.21
2025-01-01 00:21:00+00:00,YKC,YKCX,9445.97
2025-01-01 00:21:00+00:00,YKC,YKCY,2598.41
2025-01-01 00:21:00+00:00,YKC,YKCZ,56844.23
2025-01-01 00:22:00+00:00,YKC,YKCF,57690.48
2025-01-01 00:22:00+00:00,YKC,YKCX,9445.89
2025-01-01 00:22:00+00:00,YKC,YKCY,2594.5
2025-01-01 00:22:00+00:00,YKC,YKCZ,56844.74
2025-01-01 00:23:00+00:00,YKC,YKCF,57694.38
2025-01-01 00:23:00+00:00,YKC,YKCX,9439.27
2025-01-01 00:23:00+00:00,YKC,YKCY,2594.42
2025-01-01 00:23:00+00:00,YKC,YKCZ,56849.19
2025-01-01 00:24:00+00:00,YKC,YKCF,57692.14
2025-01-01 00:24:00+00:00,YKC,YKCX,9435.67
2025-01-01 00:24:00+00:00,YKC,YKCY,2599.18
2025-01-01 00:24:00+00:00,YKC,YKCZ,56847.72
2025-01-01 00:25:00+00:00,YKC,YKCF,57687.67
2025-01-01 00:25:00+00:00,YKC,YKCX,9432.93
2025-01-01 00:25:00+00:00,YKC,YKCY,2602.87
2025-01-01 00:25:00+00:00,YKC,YKCZ,56843.87
2025-01-01 00:26:00+00:00,YKC,YKCF,57687.99
2025-01-01 00:26:00+00:00,YKC,YKCX,9430.19
2025-01-01 00:26:00+00:00,YKC,YKCY,2606.72
2025-01-01 00:26:00+00:00,YKC,YKCZ,56844.45
2025-01-01 00:27:00+00:00,YKC,YKCF,57691.54
2025-01-01 00:27:00+00:00,YKC,YKCX,9425.91
2025-01-01 00:27:00+00:00,YKC,YKCY,2606.9
2025-01-01 00:27:00+00:00,YKC,YKCZ,56848.34
2025-01-01 00:28:00+00:00,YKC,YKCF,57691.15
2025-01-01 00:28:00+00:00,YKC,YKCX,9417.61
2025-01-01 00:28:00+00:00,YKC,YKCY,2606.35
2025-01-01 00:28:00+00:00,YKC,YKCZ,56849.14
2025-01-01 00:29:00+00:00,YKC,YKCF,57687.48
2025-01-01 00:29:00+00:00,YKC,YKCX,9408.07
2025-01-01 00:29:00+00:00,YKC,YKCY,2603.86
2025-01-01 00:29:00+00:00,YKC,YKCZ,56847.49
2025-01-01 00:30:00+00:00,YKC,YKCF,57687.0
2025-01-01 00:30:00+00:00,YKC,YKCX,9410.41
2025-01-01 00:30:00+00:00,YKC,YKCY,2598.85
2025-01-01 00:30:00+00:00,YKC,YKCZ,56846.93
2025-01-01 00:31:00+00:00,YKC,YKCF,57687.78
2025-01-01 00:31:00+00:00,YKC,YKCX,9414.13
2025-01-01 00:31:00+00:00,YKC,YKCY,2600.45
2025-01-01 00:31:00+00:00,YKC,YKCZ,56846.95
2025-01-01 00:32:00+00:00,YKC,YKCF,57688.31
2025-01-01 00:32:00+00:00,YKC,YKCX,9415.71
2025-01-01 00:32:00+00:00,YKC,YKCY,2598.97
2025-01-01 00:32:00+00:00,YKC,YKCZ,56847.23
2025-01-01 00:33:00+00:00,YKC,YKCF,57686.83
2025-01-01 00:33:00+00:00,YKC,YKCX,9412.6
2025-01-01 00:33:00+00:00,YKC,YKCY,2596.23
2025-01-01 00:33:00+00:00,YKC,YKCZ,56846.44
2025-01-01 00:34:00+00:00,YKC,YKCF,57689.97
2025-01-01 00:34:00+00:00,YKC,YKCX,9412.03
2025-01-01 00:34:00+00:00,YKC,YKCY,2590.25
2025-01-01 00:34:00+00:00,YKC,YKCZ,56849.61
2025-01-01 00:35:00+00:00,YKC,YKCF,57695.72
2025-01-01 00:35:00+00:00,YKC,YKCX,9411.21
2025-01-01 00:35:00+00:00,YKC,YKCY,2588.41
2025-01-01 00:35:00+00:00,YKC,YKCZ,56855.45
2025-01-01 00:36:00+00:00,YKC,YKCF,57702.83
2025-01-01 00:36:00+00:00,YKC,YKCX,9406.69
2025-01-01 00:36:00+00:00,YKC,YKCY,2593.97
2025-01-01 00:36:00+00:00,YKC,YKCZ,56863.14
2025-01-01 00:37:00+00:00,YKC,YKCF,57704.06
2025-01-01 00:37:00+00:00,YKC,YKCX,9403.45
2025-01-01 00:37:00+00:00,YKC,YKCY,2599.09
2025-01-01 00:37:00+00:00,YKC,YKCZ,56864.8
2025-01-01 00:38:00+00:00,YKC,YKCF,57699.68
2025-01-01 00:38:00+00:00,YKC,YKCX,9398.6
2025-01-01 00:38:00+00:00,YKC,YKCY,2598.9
2025-01-01 00:38:00+00:00,YKC,YKCZ,56861.16
2025-01-01 00:39:00+00:00,YKC,YKCF,57699.86
2025-01-01 00:39:00+00:00,YKC,YKCX,9402.52
2025-01-01 00:39:00+00:00,YKC,YKCY,2595.75
2025-01-01 00:39:00+00:00,YKC,YKCZ,56860.9
2025-01-01 00:40:00+00:00,YKC,YKCF,57699.5
2025-01-01 00:40:00+00:00,YKC,YKCX,9404.7
2025-01-01 00:40:00+00:00,YKC,YKCY,2595.99
2025-01-01 00:40:00+00:00,YKC,YKCZ,56860.1
2025-01-01 00:41:00+00:00,YKC,YKCF,57704.4
2025-01-01 00:41:00+00:00,YKC,YKCX,9406.71
2025-01-01 00:41:00+00:00,YKC,YKCY,2594.69
2025-01-01 00:41:00+00:00,YKC,YKCZ,56864.73
2025-01-01 00:42:00+00:00,YKC,YKCF,57702.62
2025-01-01 00:42:00+00:00,YKC,YKCX,9399.64
2025-01-01 00:42:00+00:00,YKC,YKCY,2597.88
2025-01-01 00:42:00+00:00,YKC,YKCZ,56864.11
2025-01-01 00:43:00+00:00,YKC,YKCF,57702.5
2025-01-01 00:43:00+00:00,YKC,YKCX,9400.62
2025-01-01 00:43:00+00:00,YKC,YKCY,2597.09
2025-01-01 00:43:00+00:00,YKC,YKCZ,56863.85
2025-01-01 00:44:00+00:00,YKC,YKCF,57702.38
2025-01-01 00:44:00+00:00,YKC,YKCX,9401.07
2025-01-01 00:44:00+00:00,YKC,YKCY,2597.75
2025-01-01 00:44:00+00:00,YKC,YKCZ,56863.64
2025-01-01 00:45:00+00:00,YKC,YKCF,57701.88
2025-01-01 00:45:00+00:00,YKC,YKCX,9398.83
2025-01-01 00:45:00+00:00,YKC,YKCY,2599.9
2025-01-01 00:45:00+00:00,YKC,YKCZ,56863.61
2025-01-01 00:46:00+00:00,YKC,YKCF,57702.57
2025-01-01 00:46:00+00:00,YKC,YKCX,9402.6
2025-01-01 00:46:00+00:00,YKC,YKCY,2596.87
2025-01-01 00:46:00+00:00,YKC,YKCZ,56863.72
2025-01-01 00:47:00+00:00,YKC,YKCF,57706.05
2025-01-01 00:47:00+00:00,YKC,YKCX,9410.81
2025-01-01 00:47:00+00:00,YKC,YKCY,2596.57
2025-01-01 00:47:00+00:00,YKC,YKCZ,56865.82
2025-01-01 00:48:00+00:00,YKC,YKCF,57703.66
2025-01-01 00:48:00+00:00,YKC,YKCX,9412.17
2025-01-01 00:48:00+00:00,YKC,YKCY,2596.0
2025-01-01 00:48:00+00:00,YKC,YKCZ,56863.18
2025-01-01 00:49:00+00:00,YKC,YKCF,57704.21
2025-01-01 00:49:00+00:00,YKC,YKCX,9413.07
2025-01-01 00:49:00+00:00,YKC,YKCY,2593.05
2025-01-01 00:49:00+00:00,YKC,YKCZ,56863.75
2025-01-01 00:50:00+00:00,YKC,YKCF,57702.81
2025-01-01 00:50:00+00:00,YKC,YKCX,9414.83
2025-01-01 00:50:00+00:00,YKC,YKCY,2589.24
2025-01-01 00:50:00+00:00,YKC,YKCZ,56862.24
2025-01-01 00:51:00+00:00,YKC,YKCF,57704.72
2025-01-01 00:51:00+00:00,YKC,YKCX,9417.79
2025-01-01 00:51:00+00:00,YKC,YKCY,2587.9
2025-01-01 00:51:00+00:00,YKC,YKCZ,56863.66
2025-01-01 00:52:00+00:00,YKC,YKCF,57705.16
2025-01-01 00:52:00+00:00,YKC,YKCX,9426.01
2025-01-01 00:52:00+00:00,YKC,YKCY,2590.23
2025-01-01 00:52:00+00:00,YKC,YKCZ,56862.59
2025-01-01 00:53:00+00:00,YKC,YKCF,57706.97
2025-01-01 00:53:00+00:00,YKC,YKCX,9429.89
2025-01-01 00:53:00+00:00,YKC,YKCY,2590.98
2025-01-01 00:53:00+00:00,YKC,YKCZ,56863.82
2025-01-01 00:54:00+00:00,YKC,YKCF,57711.63
2025-01-01 00:54:00+00:00,YKC,YKCX,9431.05
2025-01-01 00:54:00+00:00,YKC,YKCY,2593.12
2025-01-01 00:54:00+00:00,YKC,YKCZ,56868.3
2025-01-01 00:55:00+00:00,YKC,YKCF,57715.95
2025-01-01 00:55:00+00:00,YKC,YKCX,9431.54
2025-01-01 00:55:00+00:00,YKC,YKCY,2595.83
2025-01-01 00:55:00+00:00,YKC,YKCZ,56872.46
2025-01-01 00:56:00+00:00,YKC,YKCF,57720.78
2025-01-01 00:56:00+00:00,YKC,YKCX,9429.29
2025-01-01 00:56:00+00:00,YKC,YKCY,2597.55
2025-01-01 00:56:00+00:00,YKC,YKCZ,56877.75
2025-01-01 00:57:00+00:00,YKC,YKCF,57724.36
2025-01-01 00:57:00+00:00,YKC,YKCX,9428.06
2025-01-01 00:57:00+00:00,YKC,YKCY,2599.1
2025-01-01 00:57:00+00:00,YKC,YKCZ,56881.66
2025-01-01 00:58:00+00:00,YKC,YKCF,57732.01
2025-01-01 00:58:00+00:00,YKC,YKCX,9426.23
2025-01-01 00:58:00+00:00,YKC,YKCY,2597.16
2025-01-01 00:58:00+00:00,YKC,YKCZ,56889.84
2025-01-01 00:59:00+00:00,YKC,YKCF,57735.44
2025-01-01 00:59:00+00:00,YKC,YKCX,9429.78
2025-01-01 00:59:00+00:00,YKC,YKCY,2601.84
2025-01-01 00:59:00+00:00,YKC,YKCZ,56892.65
2025-01-01 01:00:00+00:00,YKC,YKCF,57730.8
2025-01-01 01:00:00+00:00,YKC,YKCX,9427.1
2025-01-01 01:00:00+00:00,YKC,YKCY,2604.11
2025-01-01 01:00:00+00:00,YKC,YKCZ,56888.29
2025-01-01 01:01:00+00:00,YKC,YKCF,57725.79
2025-01-01 01:01:00+00:00,YKC,YKCX,9425.58
2025-01-01 01:01:00+00:00,YKC,YKCY,2606.87
2025-01-01 01:01:00+00:00,YKC,YKCZ,56883.29
2025-01-01 01:02:00+00:00,YKC,YKCF,57724.12
2025-01-01 01:02:00+00:00,YKC,YKCX,9424.74
2025-01-01 01:02:00+00:00,YKC,YKCY,2610.18
2025-01-01 01:02:00+00:00,YKC,YKCZ,56881.73
2025-01-01 01:03:00+00:00,YKC,YKCF,57723.02
2025-01-01 01:03:00+00:00,YKC,YKCX,9422.62
2025-01-01 01:03:00+00:00,YKC,YKCY,2608.2
2025-01-01 01:03:00+00:00,YKC,YKCZ,56881.06
2025-01-01 01:04:00+00:00,YKC,YKCF,57722.89
2025-01-01 01:04:00+00:00,YKC,YKCX,9420.86
2025-01-01 01:04:00+00:00,YKC,YKCY,2606.98
2025-01-01 01:04:00+00:00,YKC,YKCZ,56881.3
2025-01-01 01:05:00+00:00,YKC,YKCF,57721.63
2025-01-01 01:05:00+00:00,YKC,YKCX,9416.63
2025-01-01 01:05:00+00:00,YKC,YKCY,2605.0
2025-01-01 01:05:00+00:00,YKC,YKCZ,56880.75
2025-01-01 01:06:00+00:00,YKC,YKCF,57720.97
2025-01-01 01:06:00+00:00,YKC,YKCX,9414.15
2025-01-01 01:06:00+00:00,YKC,YKCY,2600.23
2025-01-01 01:06:00+00:00,YKC,YKCZ,56880.7
2025-01-01 01:07:00+00:00,YKC,YKCF,57718.2
2025-01-01 01:07:00+00:00,YKC,YKCX,9409.37
2025-01-01 01:07:00+00:00,YKC,YKCY,2594.61
2025-01-01 01:07:00+00:00,YKC,YKCZ,56878.63
2025-01-01 01:08:00+00:00,YKC,YKCF,57713.2
2025-01-01 01:08:00+00:00,YKC,YKCX,9407.25
2025-01-01 01:08:00+00:00,YKC,YKCY,2593.89
2025-01-01 01:08:00+00:00,YKC,YKCZ,56873.97
2025-01-01 01:09:00+00:00,YKC,YKCF,57711.08
2025-01-01 01:09:00+00:00,YKC,YKCX,9405.31
2025-01-01 01:09:00+00:00,YKC,YKCY,2593.83
2025-01-01 01:09:00+00:00,YKC,YKCZ,56872.01
2025-01-01 01:10:00+00:00,YKC,YKCF,57708.83
2025-01-01 01:10:00+00:00,YKC,YKCX,9403.03
2025-01-01 01:10:00+00:00,YKC,YKCY,2591.49
2025-01-01 01:10:00+00:00,YKC,YKCZ,56870.33
2025-01-01 01:11:00+00:00,YKC,YKCF,57706.77
2025-01-01 01:11:00+00:00,YKC,YKCX,9402.5
2025-01-01 01:11:00+00:00,YKC,YKCY,2590.2
2025-01-01 01:11:00+00:00,YKC,YKCZ,56868.46
2025-01-01 01:12:00+00:00,YKC,YKCF,57709.31
2025-01-01 01:12:00+00:00,YKC,YKCX,9406.51
2025-01-01 01:12:00+00:00,YKC,YKCY,2591.79
2025-01-01 01:12:00+00:00,YKC,YKCZ,56870.27
2025-01-01 01:13:00+00:00,YKC,YKCF,57713.23
2025-01-01 01:13:00+00:00,YKC,YKCX,9410.19
2025-01-01 01:13:00+00:00,YKC,YKCY,2598.62
2025-01-01 01:13:00+00:00,YKC,YKCZ,56873.41
2025-01-01 01:14:00+00:00,YKC,YKCF,57713.95
2025-01-01 01:14:00+00:00,YKC,YKCX,9411.27
2025-01-01 01:14:00+00:00,YKC,YKCY,2600.88
2025-01-01 01:14:00+00:00,YKC,YKCZ,56873.95
2025-01-01 01:15:00+00:00,YKC,YKCF,57717.95
2025-01-01 01:15:00+00:00,YKC,YKCX,9414.34
2025-01-01 01:15:00+00:00,YKC,YKCY,2602.41
2025-01-01 01:15:00+00:00,YKC,YKCZ,56877.47
2025-01-01 01:16:00+00:00,YKC,YKCF,57723.86
2025-01-01 01:16:00+00:00,YKC,YKCX,9413.08
2025-01-01 01:16:00+00:00,YKC,YKCY,2603.22
2025-01-01 01:16:00+00:00,YKC,YKCZ,56883.61
2025-01-01 01:17:00+00:00,YKC,YKCF,57725.41
2025-01-01 01:17:00+00:00,YKC,YKCX,9408.33
2025-01-01 01:17:00+00:00,YKC,YKCY,2598.41
2025-01-01 01:17:00+00:00,YKC,YKCZ,56886.21
2025-01-01 01:18:00+00:00,YKC,YKCF,57723.58
2025-01-01 01:18:00+00:00,YKC,YKCX,9403.09
2025-01-01 01:18:00+00:00,YKC,YKCY,2595.6
2025-01-01 01:18:00+00:00,YKC,YKCZ,56885.28
2025-01-01 01:19:00+00:00,YKC,YKCF,57719.34
2025-01-01 01:19:00+00:00,YKC,YKCX,9398.34
2025-01-01 01:19:00+00:00,YKC,YKCY,2592.65
2025-01-01 01:19:00+00:00,YKC,YKCZ,56882.1
2025-01-01 01:20:00+00:00,YKC,YKCF,57714.27
2025-01-01 01:20:00+00:00,YKC,YKCX,9394.8
2025-01-01 01:20:00+00:00,YKC,YKCY,2590.77
2025-01-01 01:20:00+00:00,YKC,YKCZ,56877.32
2025-01-01 01:21:00+00:00,YKC,YKCF,57706.48
2025-01-01 01:21:00+00:00,YKC,YKCX,9396.36
2025-01-01 01:21:00+00:00,YKC,YKCY,2589.66
2025-01-01 01:21:00+00:00,YKC,YKCZ,56869.09
2025-01-01 01:22:00+00:00,YKC,YKCF,57701.54
2025-01-01 01:22:00+00:00,YKC,YKCX,9403.26
2025-01-01 01:22:00+00:00,YKC,YKCY,2590.68
2025-01-01 01:22:00+00:00,YKC,YKCZ,56862.83
2025-01-01 01:23:00+00:00,YKC,YKCF,57697.61
2025-01-01 01:23:00+00:00,YKC,YKCX,9409.49
2025-01-01 01:23:00+00:00,YKC,YKCY,2590.92
2025-01-01 01:23:00+00:00,YKC,YKCZ,56857.77
2025-01-01 01:24:00+00:00,YKC,YKCF,57696.09
2025-01-01 01:24:00+00:00,YKC,YKCX,9416.85
2025-01-01 01:24:00+00:00,YKC,YKCY,2594.69
2025-01-01 01:24:00+00:00,YKC,YKCZ,56854.85
2025-01-01 01:25:00+00:00,YKC,YKCF,57702.54
2025-01-01 01:25:00+00:00,YKC,YKCX,9421.34
2025-01-01 01:25:00+00:00,YKC,YKCY,2602.45
2025-01-01 01:25:00+00:00,YKC,YKCZ,56860.29
2025-01-01 01:26:00+00:00,YKC,YKCF,57705.63
2025-01-01 01:26:00+00:00,YKC,YKCX,9410.82
2025-01-01 01:26:00+00:00,YKC,YKCY,2604.26
2025-01-01 01:26:00+00:00,YKC,YKCZ,56865.22
2025-01-01 01:27:00+00:00,YKC,YKCF,57699.24
2025-01-01 01:27:00+00:00,YKC,YKCX,9404.02
2025-01-01 01:27:00+00:00,YKC,YKCY,2598.79
2025-01-01 01:27:00+00:00,YKC,YKCZ,56859.93
2025-01-01 01:28:00+00:00,YKC,YKCF,57700.18
2025-01-01 01:28:00+00:00,YKC,YKCX,9405.07
2025-01-01 01:28:00+00:00,YKC,YKCY,2598.5
2025-01-01 01:28:00+00:00,YKC,YKCZ,56860.93
2025-01-01 01:29:00+00:00,YKC,YKCF,57701.26
2025-01-01 01:29:00+00:00,YKC,YKCX,9407.46
2025-01-01 01:29:00+00:00,YKC,YKCY,2598.56
2025-01-01 01:29:00+00:00,YKC,YKCZ,56861.64
2025-01-01 01:30:00+00:00,YKC,YKCF,57700.93
2025-01-01 01:30:00+00:00,YKC,YKCX,9410.93
2025-01-01 01:30:00+00:00,YKC,YKCY,2598.2
2025-01-01 01:30:00+00:00,YKC,YKCZ,56860.62
2025-01-01 01:31:00+00:00,YKC,YKCF,57702.36
2025-01-01 01:31:00+00:00,YKC,YKCX,9414.94
2025-01-01 01:31:00+00:00,YKC,YKCY,2597.15
2025-01-01 01:31:00+00:00,YKC,YKCZ,56861.45
2025-01-01 01:32:00+00:00,YKC,YKCF,57706.33
2025-01-01 01:32:00+00:00,YKC,YKCX,9414.44
2025-01-01 01:32:00+00:00,YKC,YKCY,2594.84
2025-01-01 01:32:00+00:00,YKC,YKCZ,56865.65
2025-01-01 01:33:00+00:00,YKC,YKCF,57706.46
2025-01-01 01:33:00+00:00,YKC,YKCX,9411.93
2025-01-01 01:33:00+00:00,YKC,YKCY,2595.2
2025-01-01 01:33:00+00:00,YKC,YKCZ,56866.03
2025-01-01 01:34:00+00:00,YKC,YKCF,57703.7
2025-01-01 01:34:00+00:00,YKC,YKCX,9409.89
2025-01-01 01:34:00+00:00,YKC,YKCY,2597.98
2025-01-01 01:34:00+00:00,YKC,YKCZ,56863.7
2025-01-01 01:35:00+00:00,YKC,YKCF,57699.32
2025-01-01 01:35:00+00:00,YKC,YKCX,9410.25
2025-01-01 01:35:00+00:00,YKC,YKCY,2600.55
2025-01-01 01:35:00+00:00,YKC,YKCZ,56858.96
2025-01-01 01:36:00+00:00,YKC,YKCF,57695.07
2025-01-01 01:36:00+00:00,YKC,YKCX,9413.55
2025-01-01 01:36:00+00:00,YKC,YKCY,2598.82
2025-01-01 01:36:00+00:00,YKC,YKCZ,56854.11
2025-01-01 01:37:00+00:00,YKC,YKCF,57692.91
2025-01-01 01:37:00+00:00,YKC,YKCX,9417.36
2025-01-01 01:37:00+00:00,YKC,YKCY,2595.26
2025-01-01 01:37:00+00:00,YKC,YKCZ,56851.45
2025-01-01 01:38:00+00:00,YKC,YKCF,57690.81
2025-01-01 01:38:00+00:00,YKC,YKCX,9420.62
2025-01-01 01:38:00+00:00,YKC,YKCY,2594.01
2025-01-01 01:38:00+00:00,YKC,YKCZ,56849.1
2025-01-01 01:39:00+00:00,YKC,YKCF,57690.13
2025-01-01 01:39:00+00:00,YKC,YKCX,9425.97
2025-01-01 01:39:00+00:00,YKC,YKCY,2596.69
2025-01-01 01:39:00+00:00,YKC,YKCZ,56847.64
2025-01-01 01:40:00+00:00,YKC,YKCF,57691.2
2025-01-01 01:40:00+00:00,YKC,YKCX,9431.91
2025-01-01 01:40:00+00:00,YKC,YKCY,2601.36
2025-01-01 01:40:00+00:00,YKC,YKCZ,56847.63
2025-01-01 01:41:00+00:00,YKC,YKCF,57693.4
2025-01-01 01:41:00+00:00,YKC,YKCX,9430.13
2025-01-01 01:41:00+00:00,YKC,YKCY,2602.37
2025-01-01 01:41:00+00:00,YKC,YKCZ,56849.82
2025-01-01 01:42:00+00:00,YKC,YKCF,57694.63
2025-01-01 01:42:00+00:00,YKC,YKCX,9425.96
2025-01-01 01:42:00+00:00,YKC,YKCY,2599.74
2025-01-01 01:42:00+00:00,YKC,YKCZ,56851.55
2025-01-01 01:43:00+00:00,YKC,YKCF,57691.95
2025-01-01 01:43:00+00:00,YKC,YKCX,9421.99
2025-01-01 01:43:00+00:00,YKC,YKCY,2595.85
2025-01-01 01:43:00+00:00,YKC,YKCZ,56849.85
2025-01-01 01:44:00+00:00,YKC,YKCF,57689.69
2025-01-01 01:44:00+00:00,YKC,YKCX,9419.63
2025-01-01 01:44:00+00:00,YKC,YKCY,2593.58
2025-01-01 01:44:00+00:00,YKC,YKCZ,56848.34
2025-01-01 01:45:00+00:00,YKC,YKCF,57689.74
2025-01-01 01:45:00+00:00,YKC,YKCX,9418.52
2025-01-01 01:45:00+00:00,YKC,YKCY,2595.93
2025-01-01 01:45:00+00:00,YKC,YKCZ,56848.43
2025-01-01 01:46:00+00:00,YKC,YKCF,57689.54
2025-01-01 01:46:00+00:00,YKC,YKCX,9417.45
2025-01-01 01:46:00+00:00,YKC,YKCY,2595.53
2025-01-01 01:46:00+00:00,YKC,YKCZ,56848.48
2025-01-01 01:47:00+00:00,YKC,YKCF,57687.19
2025-01-01 01:47:00+00:00,YKC,YKCX,9417.01
2025-01-01 01:47:00+00:00,YKC,YKCY,2594.06
2025-01-01 01:47:00+00:00,YKC,YKCZ,56846.51
2025-01-01 01:48:00+00:00,YKC,YKCF,57687.2
2025-01-01 01:48:00+00:00,YKC,YKCX,9418.37
2025-01-01 01:48:00+00:00,YKC,YKCY,2593.23
2025-01-01 01:48:00+00:00,YKC,YKCZ,56846.3
2025-01-01 01:49:00+00:00,YKC,YKCF,57690.09
2025-01-01 01:49:00+00:00,YKC,YKCX,9420.34
2025-01-01 01:49:00+00:00,YKC,YKCY,2593.41
2025-01-01 01:49:00+00:00,YKC,YKCZ,56848.57
2025-01-01 01:50:00+00:00,YKC,YKCF,57690.83
2025-01-01 01:50:00+00:00,YKC,YKCX,9422.99
2025-01-01 01:50:00+00:00,YKC,YKCY,2593.32
2025-01-01 01:50:00+00:00,YKC,YKCZ,56848.81
2025-01-01 01:51:00+00:00,YKC,YKCF,57690.28
2025-01-01 01:51:00+00:00,YKC,YKCX,9423.43
2025-01-01 01:51:00+00:00,YKC,YKCY,2592.5
